Z, A, Symbol, mass, mass_unc, estimated_flag
 79, 187, Au, 186.9645431550, 2.394800e-05,  
 80, 187, Hg, 186.9698141580, 1.492800e-05,  
 81, 187, Tl, 186.9759047430, 8.640000e-06,  
 82, 187, Pb, 186.9839108360, 5.468000e-06,  
 83, 187, Bi, 186.9931472760, 1.074000e-05,  
 84, 187, Po, 187.0030366240, 3.424300e-05,  
 71, 188, Lu, 187.9744600000, 5.400000e-04, #
 72, 188, Hf, 187.9668500000, 3.200000e-04, #
 73, 188, Ta, 187.9639160000, 5.900000e-05,  
 74, 188, W , 187.9584883950, 3.316000e-06,  
 75, 188, Re, 187.9581137280, 7.910000e-07,  
 76, 188, Os, 187.9558373610, 7.870000e-07,  
 77, 188, Ir, 187.9588350460, 1.011600e-05,  
 78, 188, Pt, 187.9593975600, 5.694000e-06,  
 79, 188, Au, 187.9652479690, 2.900000e-06,  
 80, 188, Hg, 187.9675769100, 1.317800e-05,  
 81, 188, Tl, 187.9760208860, 3.210300e-05,  
 82, 188, Pb, 187.9808745920, 1.140300e-05,  
 83, 188, Bi, 187.9922761840, 1.200900e-05,  
 84, 188, Po, 187.9994156550, 2.144100e-05,  
 72, 189, Hf, 188.9708400000, 3.200000e-04, #
 73, 189, Ta, 188.9658300000, 2.100000e-04, #
 74, 189, W , 188.9617630000, 4.300000e-05,  
 75, 189, Re, 188.9592278170, 8.793000e-06,  
 76, 189, Os, 188.9581460050, 7.150000e-07,  
 77, 189, Ir, 188.9587226690, 1.350000e-05,  
 78, 189, Pt, 188.9608485420, 1.083200e-05,  
 79, 189, Au, 188.9639482860, 2.155800e-05,  
 80, 189, Hg, 188.9681947480, 3.387300e-05,  
 81, 189, Tl, 188.9735735270, 8.983000e-06,  
 82, 189, Pb, 188.9808436390, 1.509600e-05,  
 83, 189, Bi, 188.9891951410, 2.238400e-05,  
 84, 189, Po, 188.9984734150, 2.368100e-05,  
 72, 190, Hf, 189.9731290000, 4.300000e-04, #
 73, 190, Ta, 189.9693900000, 2.100000e-04, #
 74, 190, W , 189.9630890660, 4.264700e-05,  
 75, 190, Re, 189.9617433600, 7.606300e-05,  
 76, 190, Os, 189.9584454960, 6.970000e-07,  
 77, 190, Ir, 189.9605434450, 1.470000e-06,  
 78, 190, Pt, 189.9599498760, 7.040000e-07,  
 79, 190, Au, 189.9647517500, 3.700000e-06,  
